,Unnamed: 0,marca,nombre,presentacion,producto_id,precio,sucursal_id,semana,comercioid,banderaid,banderadescripcion,comerciorazonsocial,provincia,localidad,direccion,lat,lng,sucursalnombre,sucursaltipo
3600,3600,CABAÑA MICO,Dulce de Frutillas Cabaña Mico 454 Gr,454.0 gr,7793817000013,2090.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3601,3601,EL BOLSÓN,Confitura de Frambuesa Frasco Cabana Mico 450 Gr,450.0 gr,7793817000624,2090.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3602,3602,EL BOLSÓN,Jugo Frutos Rojos con Stevia El Bolson 1 Lt,1.0 lt,7793817001898,1230.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3603,3603,FARGO,Pan Hamburguesas con Sesamo Fargo 210 Gr,210.0 gr,7793890001044,87.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3604,3604,VALENTE,Madalena Rellena de Dulce de Leche Valente 250 Gr,250.0 gr,7793890251616,990.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3605,3605,TREGAR,Queso Rallado Tregar 120 Gr,120.0 gr,7793913000146,167.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3606,3606,TREGAR,Arroz con Leche y Dulce de Leche Tregar 180 Gr,180.0 gr,7793913000559,489.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3607,3607,TREGAR,Yogur Descremado con Trozos de Frutilla Tregar 160 Gr,160.0 gr,7793913000894,455.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3608,3608,TREGAR,Leche Parcialmente Descremada UAT Larga Vida Tregar 1 Lt,1.0 lt,7793913001839,680.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3609,3609,CINDOR,Leche Chocolatada Danone 250 Cc,250.0 cc,7793940198007,76.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3610,3610,JOHANNA,Peine Grande Johanna 1 Un,1.0 un,7793961000501,63.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3611,3611,RI-K,Mayonesa Doypack Rik 242 Gr,242.0 gr,7794000000568,46.9,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3612,3612,KNORR,Pure de Papas Knorr 125 Gr,125.0 gr,7794000001800,1130.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3613,3613,HELLMANN'S,Aderezo Vegano Hellmann's 500 Gr,500.0 gr,7794000002135,1540.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3614,3614,HELLMANN'S,Mayonesa Aceite de Palta Doypack Hellmann's 242 Gr,242.0 gr,7794000002340,80.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3615,3615,KNORR,Salsa 4 Quesos Deshidratada Knorr 35 Gr,35.0 gr,7794000597235,76.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3616,3616,KNORR,Arroz Primavera Knorr Listo 197 Gr,197.0 gr,7794000597310,156.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3617,3617,KNORR,Caldo de Verduras Knorr 6 Un,6.0 un,7794000597600,56.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3618,3618,WILDE,Caldo de Gallina Wilde 12 Un,12.0 un,7794000597730,62.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3619,3619,KNORR,Sopa Crema de Arvejas con Jamon Knorr 64 Gr,64.0 gr,7794000598317,80.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3620,3620,KNORR,Sopa Crema de Verdura Verduras Knorr 60 Gr,60.0 gr,7794000598393,80.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3621,3621,KNORR QUICK,Sopa de Pollo con Vegetales Knorr Quick Light 5 Un,5.0 un,7794000598492,127.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3622,3622,KNORR QUICK,Sopa de Choclo Knorr Quick 5 Un,5.0 un,7794000598553,127.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3623,3623,KNORR,Pure de Papas Instantaneo Knorr 125 Gr,125.0 gr,7794000598805,91.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3624,3624,MAIZENA,Almidon de Maiz Maizena 215 Gr,215.0 gr,7794000599178,62.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3625,3625,HELLMANN'S,Mayonesa Suave con Limon Doypack Hellmanns 242 Gr,242.0 gr,7794000959712,610.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3626,3626,FANACOA,Salsa Golf sin TACC Fanacoa 250 Gr,250.0 gr,7794000959927,620.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3627,3627,HELLMANN'S,Mayonesa Doypack Hellmann's 475 Gr,475.0 gr,7794000960091,661.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3628,3628,HELLMANN'S,Mayonesa Light Doypack Hellmanns 950 Gr,950.0 gr,7794000960152,2530.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3629,3629,HELLMANN'S,Salsa Golf sin TACC Hellmanns 250 Gr,250.0 gr,7794000960329,890.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3630,3630,KNORR,Sopa Casera de Pollo con Fideos Cabello de Angel Knorr 106 Gr,106.0 gr,7794000999367,80.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3631,3631,EL SOL,Ñoquis El Sol 800 Gr,800.0 gr,7794055000261,82.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3632,3632,SIN MARCA,Rabas a La Romana Provenzal Artico 300 Gr,300.0 gr,7794058003801,3220.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3633,3633,DESES PLAST,Balde de 10 Litros Deses Plast 1 Un,1.0 un,7794297012039,158.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3634,3634,ILKO,Filtro de Cafe Tela Ilko 1 Un,1.0 un,7794321240476,590.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3635,3635,VIRULANA,Esponja con Fibra Siempre Limpia Virulana 1 Un,1.0 un,7794440000098,405.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3636,3636,VIRULANA,Esponja de acero Inoxidable Virulana 1 Un,1.0 un,7794440002399,325.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3637,3637,VIRULANA,Paños Twist Virulana 3 Un,3.0 un,7794440005116,1330.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3638,3638,MAPA,Guantes Ultra Resistentes Medianos Mapa 2 Un,2.0 un,7794440267071,2630.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3639,3639,BRAVIO,Vino Tinto Malbec Bravio 750 Ml,750.0 ml,7794450004239,2100.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3640,3640,UXMAL,Vino Tinto Malbec Uxmal 750 Cc,750.0 cc,7794450090713,1990.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3641,3641,KRACHITOS,Papas Fritas sin Sal Krachitos 65 Gr,65.0 gr,7794520000109,48.9,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3642,3642,KRACHITOS,Mani Salado Frito Salado Krachitos 65 Gr,65.0 gr,7794520412650,38.5,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3643,3643,KRACHITOS,Papas Fritas Tradicionales Krachitos 65 Gr,65.0 gr,7794520441087,53.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3644,3644,KRACHITOS,Papas Fritas Jamon Krachitos 55 Gr,55.0 gr,7794520441650,53.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3645,3645,KRACHITOS,Conos de Queso Mega KrachItos 70 Gr,70.0 gr,7794520452175,49.9,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3646,3646,BREVISS,Tostaditas Light Breviss 200 Gr,200.0 gr,7794529041547,60.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3647,3647,TOSTI,Grisines Clasicos Tosti 200 Gr,200.0 gr,7794529041714,87.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3648,3648,ALKA,Caramelos Duros Cereza Mentolada Alka 200 Gr,200.0 gr,7794612001687,110.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3649,3649,HUGGIES,Apositos Post Parto Extra Grande Huggies 10 Un,10.0 un,7794626001475,194.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3650,3650,POISE,Protectores Incontincencia Largo Poise 14 Uni,14.0 un,7794626006388,150.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3651,3651,PLENITUD,Pañal Adulto XG Plenitud 16 Un,16.0 un,7794626006753,1655.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3652,3652,HUGGIES,Pañal M Natural Care Ella Hiper Huggies 52 Un,52.0 un,7794626009273,1659.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3653,3653,HUGGIES,Pañal M Huggies Classic Ultrapack 48 Un,48.0 un,7794626009365,729.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3654,3654, ONE & DONE,Toallas Humedas Limpieza Total One & Done 80 Un,80.0 un,7794626996672,347.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3655,3655,LINA,Toalla Femenina Normal con Alas Caja Lina 16 Un,16.0 un,7794626996771,112.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3656,3656,HUGGIES,Pañal XXG Huggies Natural Care Ellos Hiperpack 34 Un,34.0 un,7794626996818,1659.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3657,3657,ETIQUET,Desodorante Antitranspirante Roll On Etiquet Active Protection 60 Gr,60.0 gr,7794640170164,107.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3658,3658,SENSODYNE,Crema Dental Blanqueadora Sensodyne Repara y Proteje 100 Gr,100.0 gr,7794640170720,489.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3659,3659,HINDS,Crema Piel Seca Vitamina A Hinds Botella 250 Ml,250.0 ml,7794640171222,186.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3660,3660,HINDS,Crema Corporal Perfection 3.0 Hinds Botella 350 Ml,350.0 ml,7794640171314,290.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3661,3661,HINDS,Crema Anti Age Manos Pomo 90 Ml,90.0 ml,7794640171512,157.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3662,3662,ORAL B,Adhesivo Dental sin Sabor Crema Ultra Corega 40 Gr,40.0 gr,7794640171741,360.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3663,3663,SENSODYNE,Enjuague Bucal Extra Fresh Sensodyne 250 Ml,250.0 ml,7794640172236,261.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3664,3664,HINDS,Crema Corporal Hinds Anti Age 125 Gr,125.0 gr,7794640172496,136.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3665,3665,ETIQUET,Desodorante Antitranspirante Roll On Etiquet Sports 60 Gr,60.0 gr,7794640630507,107.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3666,3666,MILKAUT,Dulce de Leche Repostero Milkaut 400 Gr,400.0 gr,7794820015025,116.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3667,3667,HILERET,Edulcorante con Sacarina en Sobres Hileret Clasico 200 Un 160 Gr,160.0 gr,7794940000512,236.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3668,3668,HILERET,Endulzante en Sobres Hileret Stevia 200 Un,200.0 un,7794940000772,280.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3669,3669,HILERET,Edulcorante Liquido Hileret Zucra 400 Cc,400.0 cc,7794940000864,180.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3670,3670,CORMILLOT,Provenzal Cormillot 25 Gr,25.0 gr,7794980384610,495.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3671,3671,LA PAULINA,Queso en Hebras Italiano La Paulina 135 Gr,135.0 gr,7794990879748,1400.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3672,3672,LA PAULINA,Queso Tybo en Feta La Paulina 180 Gr,180.0 gr,7794990880232,170.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3673,3673,LA SERENÍSIMA,Leche 6 a 12 meses Baby 2 La Serenisima 250 Ml,200.0 ml,7795323002123,459.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3674,3674,VITAL,Leche en Polvo Infantil en Lata Nutriplus Vital 2 800 Gr,800.0 gr,7795323002239,809.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3675,3675,NUTRILÓN,Leche Infantil Nutrilon Profutura Premium 1 200 Ml,200.0 ml,7795323002468,82.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3676,3676,LA SERENÍSIMA,Leche Infantil en Polvo La Serenisima Baby2 800 Gr,800.0 gr,7795323773641,595.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3677,3677,RÍO NEGRO,Miel de Abejas Rio Negro 1 Kg,1.0 kg,7795688000031,3590.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3678,3678,VILLA D AGRI,Tapas Pascualina Villa Dagri 2 Un 400 Gr,400.0 gr,7795711000113,65.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3679,3679,VILLA D AGRI,Cappellettis Rellenos con 4 Quesos Villa Dagri 500 Gr,500.0 gr,7795711000885,123.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3680,3680,AWAFRUT,Agua Saborizada Naranja Durazno sin Gas Awafrut 1.65 Lt,1.65 lt,7795930000307,60.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3681,3681,BAHÍA,Pulpa de Frutilla para Coctelera en Lata Bahia 420 Gr,420.0 gr,7795933000557,1020.0,2-1-037,precios_semanas_20200426,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
3682,3682,ICE CREAM,Helado Almendrado con Vetas de Dulce de Leche Ice Cream 665 Gr,665.0 gr,7796020001907,482.0,2-1-037,precios_semana_20200518,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-V,Rio Grande,25 De Mayo 1926,-53.79195,-67.72114,AUTOSERVICE 2 RIO GRANDE,Supermercado
